Starting with options: 
Times: 3
Debug: 0
Too big: 1

34	24	18
2115	2105	2034
72083	71961	70661
390390	391913	389689
4735681	4431838	4521105
1173667	1132476	1124459
48313316	47908675	47868548
20108594	20116072	20110691
40530783	40900219	40588107
30460797	30513750	30408314
145728084	145752565	146658517
211928691	207841598	206900694

---END---
