Starting with options: 
Times: 3
Debug: 0
Too big: 1

33	24	18
2167	2147	2252
71849	72197	71513
394895	391798	394783
4640078	4568649	4850996
1152881	1150721	1147079
48699276	47876932	48190203
20263203	20223254	20243084
40782637	40876091	40670427
30598458	30581984	30579692
147146954	147483245	147911007
212284227	214779011	211076150

---END---
