Starting with options: 
Times: 3
Debug: 0
Too big: 1

233	161	150
2384	2287	2311
47512	46883	45390
254913	288212	298271
1851192	1850076	1903931
1079278	1075802	1075822
17262669	17241246	17114553
13398883	13394812	13384347
17144827	17165662	17106591
14446039	14426787	14589283
77241355	77164018	76986102
130896274	131658913	130105478

---END---
