Starting with options: 
Times: 3
Debug: 0
Too big: 1

359	252	190
2291	2027	1925
35453	34966	37672
264830	273133	264033
2141559	2132797	2087897
1103175	1148500	1126619
16429765	16499251	16443189
13454585	13436166	13560141
16120649	16113410	16104341
14126265	14209542	14271729
77211357	76949634	76667676
129167401	134382663	134806181

---END---
