Starting with options: 
Times: 3
Debug: 0
Too big: 1

351	211	203
3524	2716	2531
72829	88603	85390
371515	360538	380028
3564370	3537797	3425749
1254856	1273949	1285959
29523511	29409812	29650944
15667553	16133512	15788268
24809651	24613259	24647539
19976663	19963900	20009083
96657830	97556148	97723948
163727000	158445372	161405890

---END---
