Starting with options: 
Times: 3
Debug: 0
Too big: 1

177	49	41
1206	1050	1024
33276	32010	31201
168520	165030	164318
1453556	1534347	1555828
864369	861274	852639
15614835	15274374	15252614
10709066	10711491	10698074
14895589	14931448	14839009
11382338	11349975	11354126
67436115	67598393	67479664
112822073	114034095	112837857

---END---
