Starting with options: 
Times: 3
Debug: 0
Too big: 1

119	110	82
2021	1919	1927
76129	73646	70528
282099	275292	275655
3316778	3317727	2929221
1068771	1065235	1056774
27846794	28069133	28156741
12971128	12978066	12967464
25024914	24944148	24916243
18499343	18514487	18492155
95468716	95890790	96107164
176345338	178632127	175224379

---END---
