Starting with options: 
Times: 3
Debug: 0
Too big: 1

633	119	100
1941	1319	1274
38043	42732	34495
179699	183668	185021
1398751	1261546	1269216
704487	729615	719309
16797822	16572094	16620710
9946932	10030795	9941592
15714329	15539903	15765076
12096521	12109014	12019943
70096993	69852569	69651957
100832006	100347149	103683769

---END---
